Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,StoneArea,TotalSF,BuiltEqualRemod,Pool,TotalBath,TotalRoomsAboveGrade,TotalPorchSF,TotalOverallGrade,ConditionsScore,LotDepth,AreaLivRatio,GLQBsmtArea
311,60,RL,64.0,7685,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,2,2,PConc,4,3,1,5,518.0,1,0.0,179.0,697.0,GasA,3,Y,SBrkr,697,804,0,1501,0.0,0.0,2,1,3,1,3,6,Typ,1,3,Attchd,1993.0,3,2.0,420.0,3,3,2,190,63,0,0,0,0,None,None,None,0,5,2006,WD,Normal,0.0,2198.0,0,0,2.5,8.5,253,11,3,120.078125,6.880035810205909,0.0
312,20,RL,50.0,8000,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,5,680.0,1,0.0,292.0,972.0,GasA,4,Y,SBrkr,972,0,0,972,1.0,0.0,1,0,2,1,2,5,Typ,1,4,Detchd,1948.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,0.0,1944.0,0,0,2.0,6.0,0,12,3,160.0,6.600660066006601,0.0
313,190,RM,65.0,7800,Pave,None,3,Lvl,Inside,2,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,3,2,3,507.0,1,0.0,286.0,793.0,GasA,2,Y,SBrkr,793,325,0,1118,1.0,0.0,1,0,3,1,2,5,Typ,1,4,Detchd,1939.0,1,2.0,410.0,3,3,2,0,0,0,0,271,0,None,MnPrv,None,0,5,2006,WD,Normal,0.0,1911.0,0,0,2.0,6.0,271,12,1,120.0,6.483790523690773,0.0
314,20,RL,150.0,215245,Pave,None,0,Low,Inside,0,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,4,3,4,5,1236.0,3,820.0,80.0,2136.0,GasW,2,Y,SBrkr,2036,0,0,2036,2.0,0.0,2,0,3,1,2,8,Typ,2,4,Attchd,1965.0,2,2.0,513.0,3,3,2,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,4172.0,1,0,4.0,10.0,0,12,3,1434.9666666666667,84.44291879168301,0.0
315,70,RM,60.0,9600,Pave,Grvl,3,Lvl,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,4,1,2,16.0,1,0.0,712.0,728.0,GasA,4,Y,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,4,6,Typ,1,4,Detchd,1925.0,1,2.0,546.0,2,3,2,0,0,234,0,0,0,None,None,None,0,8,2006,WD,Normal,0.0,2369.0,0,0,2.0,7.5,234,14,3,160.0,6.966618287373004,0.0
316,60,RL,71.0,7795,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,425.0,1,0.0,291.0,716.0,GasA,4,Y,SBrkr,716,716,0,1432,1.0,0.0,2,1,3,1,3,6,Typ,1,4,Attchd,2004.0,3,2.0,432.0,3,3,2,100,51,0,0,0,0,None,None,None,0,7,2009,WD,Normal,0.0,2148.0,0,0,3.5,8.5,151,12,3,109.78873239436619,6.79006968641115,0.0
317,60,RL,94.0,13005,Pave,None,2,Lvl,Corner,2,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,3,2,CBlock,4,3,1,6,692.0,1,0.0,153.0,845.0,GasA,2,Y,SBrkr,1153,1200,0,2353,1.0,0.0,2,1,4,1,4,10,Typ,1,3,Attchd,1983.0,2,2.0,484.0,3,3,2,288,195,0,0,0,0,None,GdPrv,None,0,8,2009,WD,Normal,0.0,3198.0,1,0,3.5,12.5,483,14,3,138.35106382978722,7.9444105070250455,0.0
318,60,FV,75.0,9000,Pave,None,3,Lvl,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1088.0,1088.0,GasA,4,Y,SBrkr,1088,871,0,1959,0.0,0.0,2,1,3,1,3,8,Typ,1,4,Attchd,2006.0,2,3.0,1025.0,3,3,2,208,46,0,0,0,0,None,None,None,0,12,2007,WD,Normal,0.0,3047.0,1,0,2.5,10.5,254,13,3,120.0,4.259346900141979,0.0
319,60,RL,90.0,9900,Pave,None,3,Low,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,3,2,PConc,4,3,4,6,987.0,1,0.0,360.0,1347.0,GasA,4,Y,SBrkr,1372,1274,0,2646,1.0,0.0,2,1,4,1,3,9,Typ,1,3,Attchd,1993.0,2,3.0,656.0,3,3,2,340,60,144,0,0,0,None,None,None,0,4,2009,WD,Normal,0.0,3993.0,1,0,3.5,11.5,544,12,3,110.0,4.881656804733728,0.0
320,80,RL,80.0,14115,Pave,None,3,Lvl,Inside,2,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,2,2,CBlock,4,3,3,6,1036.0,1,0.0,336.0,1372.0,GasA,2,Y,SBrkr,1472,0,0,1472,1.0,0.0,2,0,3,1,2,6,Typ,2,3,Attchd,1980.0,1,2.0,588.0,3,3,2,233,48,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,2844.0,1,0,3.0,8.0,281,12,3,176.4375,6.851941747572815,0.0
321,60,RL,111.0,16259,Pave,None,3,Lvl,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,2,2,PConc,5,4,3,1,0.0,1,0.0,1249.0,1249.0,GasA,4,Y,SBrkr,1249,1347,0,2596,0.0,0.0,3,1,4,1,3,9,Typ,0,1,Attchd,2006.0,2,3.0,840.0,3,3,2,240,154,0,0,0,0,None,None,None,0,9,2006,New,Partial,370.0,3845.0,1,0,3.5,12.5,394,14,3,146.47747747747746,7.78314983245572,0.0
322,60,RL,99.0,12099,Pave,None,2,Lvl,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,3,2,PConc,5,3,3,6,970.0,1,0.0,166.0,1136.0,GasA,4,Y,SBrkr,1136,1332,0,2468,1.0,0.0,2,1,4,1,3,10,Typ,1,4,BuiltIn,2004.0,3,3.0,872.0,3,3,2,184,154,0,0,0,0,None,None,None,0,6,2007,WD,Normal,0.0,3604.0,1,0,3.5,12.5,338,13,3,122.21212121212122,6.025398406374502,0.0
323,60,RL,86.0,10380,Pave,None,2,Lvl,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,3,2,CBlock,3,3,4,2,28.0,5,1474.0,0.0,1502.0,GasA,4,Y,SBrkr,1553,1177,0,2730,1.0,0.0,2,1,4,1,3,8,Typ,1,3,Attchd,1987.0,3,2.0,576.0,3,3,2,201,96,0,0,0,0,None,MnPrv,None,0,8,2007,WD,Normal,0.0,4232.0,0,0,3.5,10.5,297,12,3,120.69767441860465,4.875528417097229,0.0
324,20,RM,49.0,5820,Pave,None,3,Lvl,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,5,256.0,1,0.0,906.0,1162.0,GasA,4,Y,SBrkr,1163,0,0,1163,1.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1955.0,1,1.0,220.0,2,3,2,142,98,0,0,0,0,None,None,None,0,7,2006,WD,Normal,0.0,2325.0,0,0,2.0,7.0,240,11,3,118.77551020408163,4.20824295010846,0.0
325,80,RL,96.0,11275,Pave,None,3,Lvl,Corner,2,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,710.0,710.0,GasA,4,Y,SBrkr,1898,1080,0,2978,0.0,0.0,2,1,5,1,3,11,Typ,1,4,BuiltIn,1961.0,3,2.0,564.0,3,3,2,240,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,0.0,3688.0,0,0,2.5,13.5,240,14,4,117.44791666666667,4.579610073111292,0.0
326,45,RM,50.0,5000,Pave,None,3,Lvl,Inside,2,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,3,4,116.0,1,0.0,604.0,720.0,GasA,0,N,FuseF,803,0,0,803,0.0,0.0,1,0,2,1,2,5,Typ,0,1,Detchd,1941.0,1,2.0,360.0,3,3,2,0,0,244,0,0,0,None,None,None,0,12,2007,WD,Normal,0.0,1523.0,0,0,1.0,6.0,244,11,1,100.0,4.299226139294927,0.0
327,120,RL,32.0,10846,Pave,None,2,Lvl,CulDSac,2,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,2,PConc,4,3,4,6,1619.0,1,0.0,100.0,1719.0,GasA,4,Y,SBrkr,1719,0,0,1719,2.0,0.0,1,1,1,1,3,6,Typ,2,4,Attchd,1993.0,3,2.0,473.0,3,3,2,122,30,0,0,0,0,None,None,None,0,5,2008,Con,Normal,0.0,3438.0,1,0,3.5,7.5,152,13,3,338.9375,4.947992700729927,0.0
328,20,RL,80.0,11600,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,2,2,CBlock,3,3,1,3,565.0,1,0.0,818.0,1383.0,GasA,2,Y,SBrkr,1383,0,0,1383,0.0,0.0,1,1,3,1,2,7,Typ,0,1,Attchd,1960.0,2,1.0,292.0,3,3,2,0,45,0,0,0,0,None,None,None,0,4,2006,WD,Normal,0.0,2766.0,1,0,1.5,8.5,45,11,3,145.0,6.925373134328358,0.0
329,75,RL,51.0,11888,Pave,Pave,2,Bnk,Inside,2,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,844.0,844.0,GasA,3,N,FuseA,1445,689,0,2134,0.0,0.0,2,0,5,1,3,10,Typ,0,1,Detchd,1930.0,1,2.0,441.0,3,3,2,0,60,268,0,0,0,None,None,None,0,7,2009,WD,Normal,0.0,2978.0,0,0,2.0,12.0,328,12,4,233.09803921568627,6.303287380699894,0.0
330,70,RM,60.0,6402,Pave,None,3,Lvl,Corner,2,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,PConc,3,3,2,1,0.0,1,0.0,596.0,596.0,GasA,2,N,SBrkr,596,596,0,1192,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Detchd,1920.0,1,1.0,189.0,2,2,0,0,0,137,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,0.0,1788.0,0,0,1.0,7.0,137,10,3,106.7,8.155414012738854,0.0
331,90,RL,73.0,10624,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,2,2,CBlock,3,3,1,6,40.0,3,264.0,1424.0,1728.0,GasA,2,Y,SBrkr,1728,0,0,1728,0.0,1.0,2,0,6,2,2,10,Typ,0,1,Detchd,2002.0,1,1.0,352.0,3,3,2,155,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,0.0,3456.0,1,0,2.5,12.0,155,9,3,145.53424657534248,5.107692307692307,0.0
332,20,RL,70.0,8176,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,846.0,1,0.0,210.0,1056.0,GasA,1,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1958.0,2,1.0,308.0,3,3,2,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,2112.0,0,0,2.0,7.0,0,11,3,116.8,5.994134897360704,0.0
333,20,RL,85.0,10655,Pave,None,2,Lvl,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,3,2,PConc,4,3,1,6,1124.0,0,479.0,1603.0,3206.0,GasA,4,Y,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,3,7,Typ,1,4,Attchd,2003.0,2,3.0,880.0,3,3,2,0,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,0.0,4835.0,0,0,3.0,9.0,0,13,3,125.3529411764706,4.246711837385413,0.0
334,120,RM,59.0,8198,Pave,None,3,Lvl,FR3,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,3,2,PConc,4,3,3,6,720.0,1,0.0,638.0,1358.0,GasA,4,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,3,6,Typ,1,4,Attchd,2004.0,2,2.0,484.0,3,3,2,192,30,0,0,0,0,None,None,None,0,7,2008,WD,Normal,146.0,2716.0,1,0,3.0,8.0,222,12,3,138.94915254237287,4.450597176981542,0.0
335,60,RL,59.0,9042,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,4,6,828.0,1,0.0,115.0,943.0,GasA,3,Y,SBrkr,943,695,0,1638,1.0,0.0,2,1,3,1,2,7,Typ,2,3,Attchd,1998.0,3,2.0,472.0,3,3,2,100,38,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2581.0,1,0,3.5,9.5,138,11,3,153.25423728813558,6.390106007067137,0.0
336,190,RL,82.0,164660,Grvl,None,2,HLS,Corner,0,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,4,5,1249.0,4,147.0,103.0,1499.0,GasA,4,Y,SBrkr,1619,167,0,1786,2.0,0.0,2,0,3,1,2,7,Typ,2,4,Attchd,1965.0,3,2.0,529.0,3,3,2,670,0,0,0,0,0,None,None,Shed,700,8,2008,WD,Normal,0.0,3285.0,1,0,4.0,9.0,670,11,3,2008.0487804878048,76.65735567970205,0.0
337,20,RL,86.0,14157,Pave,None,2,HLS,Corner,2,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,3,2,PConc,5,3,4,6,1249.0,1,0.0,673.0,1922.0,GasA,4,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,3,1,3,8,Typ,1,4,Attchd,2005.0,3,3.0,676.0,3,3,2,178,51,0,0,0,0,None,None,None,0,7,2007,WD,Normal,200.0,3844.0,0,0,3.0,10.0,229,14,3,164.61627906976744,5.44919168591224,0.0
338,20,RL,70.0,9135,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,3,2,PConc,4,3,3,6,810.0,1,0.0,726.0,1536.0,GasA,4,Y,SBrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2002.0,2,2.0,532.0,3,3,2,192,74,0,0,0,0,None,None,None,0,12,2008,WD,Normal,0.0,3072.0,0,0,3.0,9.0,266,12,3,130.5,4.417311411992263,0.0
339,20,RL,91.0,14145,Pave,None,3,Lvl,Corner,2,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,4,3,2,5,213.0,1,0.0,995.0,1208.0,GasA,4,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,3,8,Typ,0,1,Attchd,1984.0,2,2.0,440.0,3,3,2,108,45,0,0,0,0,None,None,Shed,400,5,2006,WD,Normal,0.0,2829.0,0,0,3.0,10.0,153,14,3,155.43956043956044,6.8631732168850075,0.0
340,20,RL,66.0,12400,Pave,None,2,Lvl,Inside,2,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,2,2,CBlock,3,2,1,3,585.0,1,0.0,630.0,1215.0,GasA,2,Y,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1958.0,1,1.0,297.0,3,3,2,0,0,0,0,234,0,None,None,None,0,6,2009,WD,Normal,0.0,2430.0,0,0,1.0,7.0,234,13,1,187.87878787878788,8.201058201058201,0.0
341,60,RL,85.0,14191,Pave,None,3,Lvl,Inside,2,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,967.0,967.0,GasA,4,Y,SBrkr,993,915,0,1908,0.0,0.0,2,1,4,1,3,9,Typ,0,1,Attchd,2002.0,3,2.0,431.0,3,3,2,135,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,0.0,2875.0,1,0,2.5,11.5,135,13,3,166.95294117647057,9.96558988764045,0.0
342,20,RH,60.0,8400,Pave,None,3,Lvl,Inside,2,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,1,1,CBlock,3,2,1,1,0.0,1,0.0,721.0,721.0,GasA,3,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,2,4,Typ,0,1,CarPort,1950.0,1,1.0,294.0,3,3,0,250,0,24,0,0,0,None,None,None,0,9,2009,WD,Normal,0.0,1562.0,1,0,1.0,5.0,274,8,1,140.0,7.400881057268722,0.0
343,90,RL,73.0,8544,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,2,2,Slab,1,1,0,0,0.0,0,0.0,0.0,0.0,Wall,1,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,2,6,Typ,0,1,Detchd,1949.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,0.0,1040.0,0,0,2.0,8.0,0,7,3,117.04109589041096,5.933333333333334,0.0
344,120,RL,63.0,8849,Pave,None,2,Lvl,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,4,2,PConc,5,3,1,6,28.0,1,0.0,1656.0,1684.0,GasA,4,Y,SBrkr,1684,0,0,1684,0.0,0.0,2,0,2,1,4,6,Typ,1,5,Attchd,2005.0,2,2.0,564.0,3,3,2,495,72,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,3368.0,1,0,2.0,8.0,567,14,3,140.46031746031747,3.936387900355872,0.0
345,160,RM,36.0,2592,Pave,None,3,Lvl,Inside,2,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3,1,3,129.0,4,232.0,175.0,536.0,GasA,2,Y,SBrkr,536,576,0,1112,0.0,0.0,1,1,3,1,2,4,Typ,0,1,Attchd,1976.0,1,1.0,336.0,3,3,2,182,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,0.0,1648.0,1,0,1.5,5.5,182,8,3,72.0,2.9724770642201834,0.0
346,50,RL,65.0,6435,Pave,None,3,Lvl,Inside,2,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,GasA,3,Y,SBrkr,972,605,0,1577,0.0,0.0,1,0,3,1,1,6,Typ,1,4,Detchd,1939.0,1,1.0,312.0,3,3,2,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,0.0,2549.0,0,0,1.0,7.0,0,11,1,99.0,5.011682242990654,0.0
347,20,RL,73.0,12772,Pave,None,2,Lvl,CulDSac,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,2,4,498.0,1,0.0,460.0,958.0,GasA,2,Y,SBrkr,958,0,0,958,0.0,0.0,1,0,2,1,2,5,Typ,0,1,Attchd,1960.0,2,1.0,301.0,3,3,2,0,0,0,0,0,0,None,None,Gar2,15500,4,2007,WD,Normal,0.0,1916.0,0,0,1.0,6.0,0,14,3,174.95890410958904,10.144559173947577,0.0
348,20,RL,73.0,17600,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,2,2,CBlock,3,3,1,4,1270.0,1,0.0,208.0,1478.0,GasA,4,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,2,6,Typ,2,4,Attchd,1960.0,1,2.0,498.0,3,3,2,0,40,0,0,0,0,None,None,None,0,12,2009,WD,Normal,0.0,2956.0,1,0,3.0,8.0,40,11,3,241.0958904109589,8.906882591093117,0.0
349,160,RL,36.0,2448,Pave,None,3,Lvl,Inside,2,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,2,PConc,4,3,1,6,573.0,1,0.0,191.0,764.0,GasA,4,Y,SBrkr,764,862,0,1626,1.0,0.0,2,1,2,1,3,6,Typ,0,1,BuiltIn,2003.0,2,2.0,474.0,3,3,2,0,27,0,0,0,0,None,None,None,0,10,2008,WD,Normal,106.0,2390.0,0,0,3.5,8.5,27,12,3,68.0,1.9773828756058158,0.0
350,60,RL,56.0,20431,Pave,None,1,Lvl,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,4,2,PConc,5,3,1,6,1410.0,1,0.0,438.0,1848.0,GasA,4,Y,SBrkr,1848,880,0,2728,1.0,0.0,2,1,4,1,4,10,Typ,2,5,Attchd,2006.0,3,3.0,706.0,3,3,2,0,0,0,0,0,0,None,None,None,0,4,2006,New,Partial,0.0,4576.0,0,0,3.5,12.5,0,14,3,364.8392857142857,7.999608457321848,0.0
351,120,RL,68.0,7820,Pave,None,2,Lvl,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,4,2,PConc,5,3,1,1,0.0,1,0.0,1869.0,1869.0,GasA,4,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2007.0,2,2.0,617.0,3,3,2,210,54,0,0,0,0,None,None,None,0,12,2007,New,Partial,0.0,3738.0,1,0,2.0,8.0,264,14,3,115.0,3.1456154465004023,0.0
352,120,RL,80.5,5271,Pave,None,2,Low,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,4,3,4,6,1082.0,1,0.0,371.0,1453.0,GasA,3,Y,SBrkr,1453,0,0,1453,1.0,0.0,1,1,2,1,3,6,Typ,1,3,Attchd,1986.0,2,2.0,445.0,3,3,2,0,80,0,0,184,0,None,None,None,0,12,2006,WD,Abnorml,0.0,2906.0,1,0,2.5,7.5,264,12,3,65.47826086956522,2.7771338250790305,0.0
353,50,RL,60.0,9084,Pave,None,3,Lvl,Inside,2,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,2,2,2,236.0,3,380.0,0.0,616.0,GasA,2,N,SBrkr,616,495,0,1111,0.0,1.0,1,0,3,1,2,5,Typ,0,1,Detchd,1941.0,1,1.0,200.0,3,2,2,48,0,0,0,0,0,None,None,None,0,3,2008,ConLw,Normal,0.0,1727.0,0,0,1.5,6.0,48,11,1,151.4,11.132352941176471,0.0
354,30,RM,60.0,8520,Pave,None,3,Lvl,Inside,2,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,3,1,1,0.0,1,0.0,624.0,624.0,GasA,3,Y,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,2,5,Typ,0,1,Detchd,2005.0,1,2.0,484.0,3,3,2,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,0.0,1344.0,0,0,1.0,6.0,106,14,3,142.0,7.076411960132891,0.0
355,50,RL,60.0,8400,Pave,None,3,Bnk,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,2,2,CBlock,3,3,1,2,388.0,1,0.0,552.0,940.0,GasA,4,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,2,6,Typ,2,4,Attchd,1940.0,1,1.0,240.0,3,3,2,0,0,108,0,0,0,None,None,None,0,6,2006,WD,Normal,0.0,2535.0,0,0,1.0,7.0,108,11,3,140.0,5.865921787709497,0.0
356,20,RL,105.0,11249,Pave,None,1,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,4,1,5,334.0,4,544.0,322.0,1200.0,GasA,4,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,3,1,3,6,Typ,0,1,Attchd,1995.0,2,2.0,521.0,3,3,2,0,26,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,2400.0,1,0,3.0,8.0,26,11,3,107.13333333333334,6.536316095293434,0.0
